"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Erkenbrand, Lord of Westfold","ltr","Near Mint","English","","","2025-01-02 03:15:14.220000","123","False","False",""
"1","1","Errant Doomsayers","tsr","Near Mint","English","foil","","2024-12-30 20:19:37.527000","17","False","False",""
"1","1","Erratic Mutation","tsr","Near Mint","English","foil","","2025-01-02 00:17:32.420000","67","False","False",""
"6","6","Escape Velocity","thb","Near Mint","English","foil","","2025-01-01 23:27:47.507000","132","False","False",""
"1","1","Esquire of the King","ltr","Near Mint","English","","","2024-12-31 07:36:46.397000","13","False","False",""
"1","1","Essence Infusion","stx","Near Mint","English","foil","","2025-01-02 01:04:59.000000","69","False","False",""
"1","1","Essence Sliver","sld","Near Mint","English","foil","","2024-12-31 08:04:52.843000","612","False","False",""
"1","1","Essence Warden","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","242","False","False",""
"1","1","Etali, Primal Storm","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","224","False","False",""
"1","1","Etched Champion","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","140","False","False",""
"1","1","Eternal Witness","p30a","Near Mint","English","foil","","2024-12-31 08:16:35.007000","12","False","False",""
"1","1","Etherium Sculptor","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","82","False","False",""
"1","1","Ethersworn Adjudicator","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","83","False","False",""
"1","1","Eureka Moment","stx","Near Mint","English","foil","","2025-01-02 01:42:39.627000","184","False","False",""
"3","3","Eutropia the Twice-Favored","thb","Near Mint","English","foil","","2025-01-02 01:43:52.750000","216","False","False",""
"1","1","Everflowing Chalice","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","WWK-123","False","False",""
"1","1","Everflowing Chalice","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","948","False","False",""
"4","4","Everflowing Chalice","wwk","Near Mint","English","","","2024-12-30 19:25:32.710000","123","False","False",""
"1","1","Everflowing Chalice","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","278","False","False",""
"1","1","Evolving Wilds","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","184","False","False",""
"1","1","Evolving Wilds","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","328","False","False",""
"3","3","Evolving Wilds","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","306","False","False",""
"2","2","Exalted Angel","p30a","Near Mint","English","foil","","2024-12-30 19:27:18.457000","10","False","False",""
"1","1","Exemplar of Strength","akh","Near Mint","English","foil","","2025-01-01 20:43:10.877000","165","False","False",""
"3","3","Exotic Orchard","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","307","False","False",""
"1","1","Exotic Orchard","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","329","False","False",""
"1","1","Exotic Orchard","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","185","False","False",""
"1","1","Expanded Anatomy","stx","Near Mint","English","foil","","2025-01-02 01:58:24.390000","2","False","False",""
"4","4","Exquisite Huntmaster","cmr","Near Mint","English","foil","","2025-01-02 01:17:41.443000","122","False","False",""
"1","1","Extract from Darkness","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","266","False","False",""
"1","1","Exultant Skymarcher","rix","Near Mint","English","foil","","2024-12-30 20:19:44.323000","7","False","False",""
"4","4","Eyeblight Assassin","cmr","Near Mint","English","foil","","2025-01-02 01:06:55.733000","123","False","False",""
"3","3","Eyeblight Cullers","cmr","Near Mint","English","foil","","2025-01-02 01:25:50.653000","124","False","False",""
"2","2","Eyeblight Massacre","cmr","Near Mint","English","foil","","2025-01-02 01:15:13.533000","125","False","False",""
"2","2","Faceless Devourer","tsr","Near Mint","English","foil","","2025-01-02 01:10:47.967000","115","False","False",""
"1","1","Fact or Fiction","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","190","False","False",""
"1","1","Faerie","tfdn","Near Mint","English","","","2024-12-31 08:13:40.087000","9","False","False",""
"1","1","Faithless Looting","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","215","False","False",""
"1","1","Faithless Looting","sld","Near Mint","English","foil","","2024-12-31 05:27:39.547000","1779","False","False",""
"1","1","Faramir, Steward of Gondor","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","54","False","False",""
"1","1","Farhaven Elf","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","243","False","False",""
"1","1","Farmer Cotton","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","55","False","False",""
"1","1","Farseek","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","244","False","False",""
"1","1","Farseek","m13","Near Mint","English","","","2025-01-01 20:52:13.737000","170","False","False",""
"1","1","Farseek","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","242","False","False",""
"2","2","Fateful End","thb","Near Mint","English","foil","","2025-01-01 23:31:48.120000","133","False","False",""
"1","1","Fateful End","thb","Near Mint","English","foil","","2025-01-01 20:24:01.150000","133","False","False",""
"2","2","Fathom Fleet Swordjack","cmr","Near Mint","English","foil","","2025-01-01 23:43:34.460000","177","False","False",""
"2","2","Fathom Seer","tsr","Near Mint","English","foil","","2025-01-02 00:14:36.097000","68","False","False",""
"1","1","Favored of Iroas","thb","Near Mint","English","foil","","2024-12-30 20:19:48.213000","15","False","False",""
"1","1","Fealty to the Realm","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","21","False","False",""
"11","11","Fearless Liberator","khm","Near Mint","English","foil","","2025-01-01 23:29:57.587000","135","False","False",""
"1","1","Feast of Dreams","jou","Near Mint","English","foil","","2025-01-02 01:02:21.430000","69","False","False",""
"1","1","Feasting Hobbit","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","37","False","False",""
"1","1","Feather, the Redeemed","war","Near Mint","English","","","2024-12-31 08:21:42.647000","197","False","False",""
"3","3","Feebleness","tsr","Near Mint","English","foil","","2025-01-02 00:59:36.407000","116","False","False",""
"1","1","Feed the Serpent","khm","Near Mint","English","foil","","2025-01-02 01:14:56.637000","95","False","False",""
"1","1","Feed the Swarm","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","200","False","False",""
"1","1","Felisa, Fang of Silverquill","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","845","False","False",""
"1","1","Fell","blb","Near Mint","English","foil","","2024-12-30 21:58:44.410000","95","False","False",""
"1","1","Fell the Mighty","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","167","False","False",""
"1","1","Fell the Mighty","sld","Near Mint","English","foil","","2024-12-31 05:27:43.443000","1778","False","False",""
"2","2","Ferocious Tigorilla","iko","Near Mint","English","foil","","2025-01-01 23:40:23.050000","115","False","False",""
"3","3","Field of Ruin","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","308","False","False",""
"1","1","Field-Tested Frying Pan","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","11","False","False",""
"1","1","Fiend Hunter","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","168","False","False",""
"1","1","Fiery Confluence","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","226","False","False",""
"1","1","Fiery Inscription","ltr","Near Mint","English","","","2025-01-02 03:16:17.650000","126","False","False",""
"1","1","Filigree Attendant","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","85","False","False",""
"4","4","Finale of Glory","onc","Near Mint","English","","","2024-12-30 20:20:52.153000","67","False","False",""
"4","4","Finale of Glory","onc","Near Mint","English","","","2024-12-30 20:20:56.207000","67","False","False",""
"1","1","Finch Formation","blb","Near Mint","English","foil","","2024-12-31 05:56:11.910000","50","False","False",""
"2","2","Fin-Clade Fugitives","cmr","Near Mint","English","foil","","2025-01-01 20:57:17.670000","227","False","False",""
"1","1","Fire Diamond","c14","Near Mint","English","","","2024-12-30 19:34:55.633000","240","False","False",""
"1","1","Fire Diamond","6ed","Good (Lightly Played)","English","","","2024-12-30 20:21:43.537000","284","False","False",""
"1","1","Fire of Orthanc","ltr","Near Mint","English","","","2024-12-31 07:50:58.913000","127","False","False",""
"1","1","Firemaw Kavu","tsr","Near Mint","English","foil","","2025-01-01 23:49:51.027000","163","False","False",""
"1","1","Fireshrieker","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","949","False","False",""
"1","1","Firja's Retribution","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","846","False","False",""
"3","3","First Response","cmr","Near Mint","English","foil","","2024-12-30 20:21:08.057000","22","False","False",""
"1","1","Fissure Wizard","znr","Near Mint","English","foil","","2025-01-01 23:23:19.780000","140","False","False",""
"2","2","Flamecache Gecko","blb","Near Mint","English","","","2024-12-31 06:04:53.497000","135","False","False",""
"1","1","Flamerush Rider","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","216","False","False",""
"1","1","Flare of Cultivation","mh3","Near Mint","English","","","2024-12-31 08:39:12.527000","154","False","False",""
"1","1","Flaxen Intruder // Welcome Home","eld","Near Mint","English","foil","","2025-01-01 20:44:26.997000","155","False","False",""
"1","1","Flayer of Loyalties","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","715","False","False",""
"1","1","Flooded Grove","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","309","False","False",""
"1","1","Fog on the Barrow-Downs","ltr","Near Mint","English","","","2024-12-31 07:41:35.887000","16","False","False",""
"1","1","Folk Hero","clb","Near Mint","English","foil","","2025-01-02 03:35:54.547000","650","False","False",""
"1","1","Font of Ire","jou","Near Mint","English","foil","","2025-01-01 23:21:48.487000","97","False","False",""
"1","1","Font of Ire","jou","Near Mint","English","foil","","2025-01-01 20:20:14.923000","97","False","False",""
"1","1","For the Common Good","blb","Near Mint","English","","","2024-12-30 22:01:22.367000","172","False","False",""
"1","1","Foray of Orcs","ltr","Near Mint","English","foil","","2024-12-31 07:53:49.133000","417","False","False",""
"1","1","Forbidden Alchemy","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","191","False","False",""
"2","2","Forbidden Friendship","iko","Near Mint","English","foil","","2025-01-01 23:22:36.030000","119","False","False",""
"1","1","Foreboding Landscape","mh3","Near Mint","English","","","2024-12-31 08:58:43.247000","221","False","False",""
"1","1","Foreboding Ruins","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","310","False","False",""
"1","1","Forest","blb","Near Mint","English","","","2024-12-30 22:14:48.570000","280","False","False",""
"1","1","Forest","blb","Near Mint","English","","","2024-12-30 22:14:57.190000","281","False","False",""
"1","1","Forest","blb","Near Mint","English","","","2024-12-30 22:13:50.903000","278","False","False",""
"1","1","Forest","blb","Near Mint","English","foil","","2025-01-01 20:37:57.813000","279","False","False",""
"8","8","Forest","ltr","Near Mint","English","","","2025-01-02 03:17:40.530000","270","False","False",""
"1","1","Forest","blb","Near Mint","English","","","2024-12-31 06:24:25.457000","279","False","False",""
"1","1","Forest","blb","Near Mint","English","foil","","2024-12-30 22:13:16.480000","377","False","False",""
"1","1","Forest","blb","Near Mint","English","foil","","2024-12-30 22:13:06.493000","378","False","False",""
"8","8","Forest","lci","Near Mint","English","","","2025-01-02 03:20:11.470000","401","False","False",""
"1","1","Forest","eld","Near Mint","English","foil","","2024-12-31 08:18:15.887000","269","False","False",""
"4","4","Forest","j22","Near Mint","English","","","2024-12-30 22:21:11.290000","110","False","False",""
"15","15","Forest","ltr","Near Mint","English","","","2025-01-02 03:16:37.853000","271","False","False",""
"1","1","Forest","ltr","Near Mint","English","","","2024-12-31 08:00:31.213000","270","False","False",""
"1","1","Forge Anew","ltr","Near Mint","English","","","2024-12-31 07:40:00.690000","349","False","False",""
"1","1","Forge of Heroes","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","995","False","False",""
"1","1","Forsaken Monument","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","950","False","False",""
"1","1","Forth Eorlingas!","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","56","False","False",""
"1","1","Fortified Village","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","311","False","False",""
"1","1","Fortified Village","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","331","False","False",""
"2","2","Fortify","tsr","Near Mint","English","foil","","2024-12-30 20:21:26.907000","18","False","False",""
"1","1","Foundry Inspector","brr","Near Mint","English","foil","","2024-12-31 08:14:53.170000","16","False","False",""
"1","1","Fountainport","blb","Near Mint","English","","","2024-12-30 21:07:39.747000","253","False","False",""
"1","1","Fowl Strike","mh3","Near Mint","English","","","2024-12-31 08:38:52.383000","155","False","False",""
"1","1","Fowl Strike","mh3","Near Mint","English","foil","","2024-12-31 08:39:36.270000","155","False","False",""
"8","8","Frenzied Raider","khm","Near Mint","English","foil","","2025-01-01 23:29:23.063000","137","False","False",""
"1","1","Frenzied Raptor","iko","Near Mint","English","foil","","2025-01-01 23:36:05.523000","120","False","False",""
"1","1","Frenzied Saddlebrute","cmr","Near Mint","English","foil","","2025-01-01 23:47:00.017000","180","False","False",""
"1","1","Friendly Rivalry","ltr","Near Mint","English","","","2024-12-31 07:35:56.420000","204","False","False",""
"1","1","Frodo Baggins","ltr","Near Mint","English","","","2024-12-31 07:34:57.413000","205","False","False",""
"1","1","Frodo, Adventurous Hobbit","ltc","Near Mint","English","foil","","2025-01-02 03:17:40.530000","2","False","False",""
"1","1","Frodo, Adventurous Hobbit","ltc","Near Mint","English","etched","","2025-01-01 20:28:23.257000","82","False","False",""
"1","1","Frodo, Sauron's Bane","ltr","Near Mint","English","foil","","2024-12-31 07:34:19.437000","304","False","False",""
"1","1","From the Rubble","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","72","False","False",""
"1","1","Frontier Warmonger","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","217","False","False",""
"1","1","Frontline Medic","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","169","False","False",""
"1","1","Frontline Medic","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","693","False","False",""
"1","1","Frost Augur","khm","Near Mint","English","foil","","2025-01-02 00:07:53.233000","56","False","False",""
"1","1","Frostboil Snarl","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","312","False","False",""
"8","8","Frostpyre Arcanist","khm","Near Mint","English","foil","","2025-01-02 00:25:45.767000","58","False","False",""
"1","1","Fumigate","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","170","False","False",""
"1","1","Fuming Effigy","stx","Near Mint","English","foil","","2025-01-01 23:39:44.933000","103","False","False",""
"1","1","Furnace Celebration","cmr","Near Mint","English","foil","","2025-01-01 23:32:30.583000","181","False","False",""
"1","1","Furnace Celebration","cmr","Near Mint","English","foil","","2025-01-01 20:18:29.523000","181","False","False",""
"1","1","Furnace Whelp","ima","Near Mint","English","foil","","2025-01-01 23:38:44.783000","129","False","False",""
"1","1","Furor of the Bitten","m21","Near Mint","English","foil","","2025-01-01 23:19:35.370000","145","False","False",""
"1","1","Furycalm Snarl","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","333","False","False",""
"1","1","Furycalm Snarl","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","313","False","False",""
"1","1","Galadhrim Ambush","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","38","False","False",""
"1","1","Galadriel, Elven-Queen","ltc","Near Mint","English","etched","","2025-01-01 20:28:06.713000","83","False","False",""
"1","1","Galadriel, Elven-Queen","ltc","Near Mint","English","foil","","2025-01-02 03:16:37.853000","3","False","False",""
"1","1","Galepowder Mage","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","694","False","False",""
"2","2","Galestrike","cmr","Near Mint","English","foil","","2025-01-02 00:16:09.450000","70","False","False",""
"1","1","Game Trail","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","334","False","False",""
"1","1","Gandalf, Westward Voyager","ltc","Near Mint","English","foil","","2025-01-02 03:16:37.853000","6","False","False",""
"1","1","Garenbrig Paladin","eld","Near Mint","English","foil","","2025-01-01 21:03:16.623000","157","False","False",""
"3","3","Gather the Townsfolk","dka","Near Mint","English","","","2024-12-30 19:24:04.373000","8","False","False",""
"1","1","Geier Reach Sanitarium","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","1000","False","False",""
"2","2","Geist-Honored Monk","isd","Near Mint","English","","","2024-12-30 20:21:31.120000","17","False","False",""
"1","1","Generous Ent","ltr","Near Mint","English","","","2025-01-02 03:17:40.530000","169","False","False",""
"1","1","Generous Gift","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","128","False","False",""
"1","1","Genesis Wave","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","245","False","False",""
"1","1","Geode Golem","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","386","False","False",""
"1","1","Ghost Quarter","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","314","False","False",""
"1","1","Giada, Font of Hope","snc","Near Mint","English","foil","","2024-12-30 18:31:00.247000","14","False","False",""
"1","1","Giada, Font of Hope","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","SNC-14","False","False",""
"1","1","Giant Dustwasp","tsr","Near Mint","English","foil","","2025-01-01 20:42:07.123000","206","False","False",""
"1","1","Gilded Goose","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","246","False","False",""
"1","1","Gilraen, Dúnedain Protector","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","13","False","False",""
"1","1","Giltgrove Stalker","rix","Near Mint","English","foil","","2025-01-01 20:59:40.763000","131","False","False",""
"1","1","Gilt-Leaf Winnower","cmr","Near Mint","English","foil","","2025-01-02 01:24:18.660000","130","False","False",""
"1","1","Gimli of the Glittering Caves","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","32","False","False",""
"1","1","Gimli's Axe","ltr","Near Mint","English","","","2024-12-31 07:48:44.287000","130","False","False",""
"1","1","Gimli's Fury","ltr","Near Mint","English","","","2024-12-31 07:47:23.850000","131","False","False",""
"1","1","Gisela, the Broken Blade","sld","Near Mint","English","","","2025-01-01 20:30:03.247000","1387","False","False",""
"1","1","Gisela, the Broken Blade","sld","Near Mint","English","foil","","2025-01-02 03:35:14.457000","1335","False","False",""
"1","1","Glacial Fortress","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","315","False","False",""
"1","1","Glassdust Hulk","2xm","Near Mint","English","foil","","2025-01-02 01:39:50.177000","199","False","False",""
"1","1","Glidedive Duo","blb","Near Mint","English","","","2024-12-30 21:29:40.613000","96","False","False",""
"1","1","Glimpse the Impossible","mh3","Near Mint","English","","","2024-12-31 08:49:32.977000","124","False","False",""
"1","1","Glorfindel, Dauntless Rescuer","ltr","Near Mint","English","","","2024-12-31 07:57:47.517000","171","False","False",""
"4","4","Glorious Anthem","m21","Near Mint","English","","","2024-12-30 19:25:11.783000","21","False","False",""
"1","1","Glorious Protector","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","695","False","False",""
"2","2","Gluttonous Cyclops","jou","Near Mint","English","foil","","2025-01-01 23:48:34.777000","99","False","False",""
"1","1","Gnottvold Recluse","khm","Near Mint","English","foil","","2025-01-01 20:55:37.053000","172","False","False",""
"1","1","Go for the Throat","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","201","False","False",""
"1","1","Goblin Boarders","fdn","Near Mint","English","","","2024-12-31 08:49:15.350000","87","False","False",""
"1","1","Goblin Cratermaker","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","218","False","False",""
"1","1","Goblin Dark-Dwellers","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","219","False","False",""
"4","4","Goblin Trailblazer","cmr","Near Mint","English","foil","","2025-01-01 23:28:44.667000","182","False","False",""
"2","2","Godhunter Octopus","jou","Near Mint","English","foil","","2025-01-02 00:28:15.677000","39","False","False",""
"1","1","Gods Willing","cn2","Near Mint","English","foil","","2024-12-30 19:22:03.373000","88","False","False",""
"4","4","Gold Myr","som","Near Mint","English","","","2024-12-30 19:25:53.957000","157","False","False",""
"1","1","Goldmire Bridge","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","186","False","False",""
"1","1","Goldspan Dragon","sld","Near Mint","English","foil","","2024-12-31 05:27:22.430000","1780","False","False",""
"2","2","Golem Artisan","cmr","Near Mint","English","foil","","2025-01-02 02:04:09.983000","311","False","False",""
"2","2","Golem-Skin Gauntlets","2xm","Near Mint","English","foil","","2025-01-02 01:52:28.533000","259","False","False",""
"1","1","Gollum, Obsessed Stalker","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","26","False","False",""
"1","1","Gonti, Lord of Luxury","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","753","False","False",""
"1","1","Gorgon Recluse","tsr","Near Mint","English","foil","","2025-01-02 01:23:58.853000","117","False","False",""
"1","1","Grand Abolisher","sld","Near Mint","English","foil","","2024-12-30 18:30:12.627000","1285","False","False",""
"1","1","Grateful Apparition","war","Near Mint","English","foil","","2024-12-30 20:21:57.237000","17","False","False",""
"1","1","Grave Scrabbler","tsr","Near Mint","English","foil","","2025-01-02 01:20:13.883000","118","False","False",""
"1","1","Gravedigger","ema","Near Mint","English","foil","","2025-01-02 01:21:04.240000","89","False","False",""
"1","1","Graypelt Refuge","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","316","False","False",""
"1","1","Great Hall of the Citadel","ltr","Near Mint","English","","","2024-12-31 08:02:07.173000","254","False","False",""
"1","1","Great Oak Guardian","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","247","False","False",""
"1","1","Grey Host Reinforcements","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","14","False","False",""
"1","1","Griffin Aerie","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","M21-22","False","False",""
"2","2","Griffin Guide","tsr","Near Mint","English","foil","","2024-12-30 20:22:03.417000","19","False","False",""
"1","1","Grim Draugr","khm","Near Mint","English","foil","","2025-01-02 01:11:00.030000","96","False","False",""
"1","1","Grim Haruspex","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","754","False","False",""
"1","1","Grim Hireling","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","755","False","False",""
"1","1","Gríma, Saruman's Footman","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","57","False","False",""
"1","1","Grishnákh, Brash Instigator","ltr","Near Mint","English","","","2025-01-02 03:16:17.650000","134","False","False",""
"1","1","Grow from the Ashes","dom","Near Mint","English","foil","","2024-12-31 08:03:45.063000","164","False","False",""
"1","1","Grow from the Ashes","fdn","Near Mint","English","","","2024-12-31 08:35:39.877000","225","False","False",""
"1","1","Growth Spiral","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","267","False","False",""
"3","3","Gruul Cluestone","dgm","Near Mint","English","","","2024-12-30 19:50:21.763000","140","False","False",""
"1","1","Gruul Guildgate","gtc","Near Mint","English","","","2024-12-30 19:38:31.560000","243","False","False",""
"1","1","Gruul Guildgate","dgm","Near Mint","English","","","2024-12-30 19:38:42.063000","150","False","False",""
"1","1","Gruul Guildgate","rna","Near Mint","English","","","2024-12-30 19:39:07.307000","250","False","False",""
"1","1","Gruul Guildgate","rna","Near Mint","English","","","2024-12-30 19:38:54.037000","249","False","False",""
"1","1","Gruul Locket","rna","Near Mint","English","","","2024-12-30 19:51:49.060000","234","False","False",""
"2","2","Gruul Signet","gpt","Near Mint","English","","","2024-12-30 19:50:12.040000","150","False","False",""
"1","1","Gruul Turf","gk2","Near Mint","English","","","2024-12-30 19:42:48.170000","104","False","False",""
"1","1","Guiding Voice","stx","Near Mint","English","foil","","2024-12-30 20:22:08.893000","19","False","False",""
"1","1","Guildless Commons","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","1003","False","False",""
"1","1","Gut, True Soul Zealot","clb","Near Mint","English","foil","","2024-12-31 08:48:29.890000","399","False","False",""
"1","1","Guttersnipe","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","220","False","False",""
"1","1","Gwaihir the Windlord","ltr","Near Mint","English","","","2024-12-31 07:34:13.407000","210","False","False",""
"1","1","Gwaihir, Greatest of the Eagles","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","15","False","False",""
"9","9","Hailstorm Valkyrie","khm","Near Mint","English","foil","","2025-01-02 01:17:01.393000","97","False","False",""
"1","1","Haldir, Lórien Lieutenant","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","39","False","False",""
"1","1","Halo Forager","mom","Near Mint","English","","","2024-12-31 08:21:13.050000","385","False","False",""
"1","1","Hangarback Walker","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","951","False","False",""
"1","1","Haradrim Spearmaster","ltr","Near Mint","English","","","2024-12-31 07:49:22.213000","135","False","False",""
"1","1","Hardy Veteran","rix","Near Mint","English","foil","","2025-01-01 20:59:54.237000","132","False","False",""
"1","1","Harmonious Archon","eld","Near Mint","English","","","2024-12-30 20:22:13.540000","17","False","False",""
"1","1","Harmonize","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","248","False","False",""
"1","1","Harper Recruiter","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","659","False","False",""
"1","1","Harsh Mentor","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","221","False","False",""
"2","2","Hateful Eidolon","thb","Near Mint","English","foil","","2025-01-02 00:52:46.117000","101","False","False",""
"1","1","Hazel's Nocturne","blb","Near Mint","English","foil","","2024-12-30 21:54:35.927000","97","False","False",""
"2","2","Hazel's Nocturne","blb","Near Mint","English","","","2024-12-30 21:54:29.647000","97","False","False",""
"2","2","Head of the Homestead","blb","Near Mint","English","","","2024-12-30 20:57:28.447000","216","False","False",""
"1","1","Heaped Harvest","blb","Near Mint","English","","","2024-12-30 21:54:56.890000","175","False","False",""
"1","1","Heaped Harvest","blb","Near Mint","English","","","2024-12-31 05:50:46.643000","175","False","False",""
"1","1","Heartfire","war","Near Mint","English","foil","","2025-01-01 20:19:50.920000","131","False","False",""
"1","1","Heartfire Hero","blb","Near Mint","English","foil","","2024-12-31 06:03:03.613000","138","False","False",""
"1","1","Heartless Pillage","2xm","Near Mint","English","foil","","2025-01-02 01:12:45.590000","96","False","False",""
"1","1","Hedron Archive","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","952","False","False",""
"1","1","Hedron-Field Purists","roe","Near Mint","English","","","2024-12-30 20:22:20.417000","25","False","False",""
"1","1","Heirloom Blade","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","C17-52","False","False",""
"1","1","Heirloom Blade","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","279","False","False",""
"1","1","Heliod's Intervention","thb","Near Mint","English","","","2024-12-30 20:22:59.327000","19","False","False",""
"1","1","Hellkite Punisher","m21","Near Mint","English","","","2025-01-01 20:09:49.457000","151","False","False",""
"1","1","Herald's Horn","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","280","False","False",""
"1","1","Hero of the Nyxborn","thb","Near Mint","English","foil","","2025-01-02 01:40:06.203000","219","False","False",""
"4","4","Hero of the Winds","thb","Near Mint","English","foil","","2024-12-30 20:23:17.063000","23","False","False",""
"4","4","Heroes of the Revel","thb","Near Mint","English","","","2025-01-01 23:47:37.127000","138","False","False",""
"1","1","Heroic Intervention","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","249","False","False",""
"2","2","Hero's Blade","cmr","Near Mint","English","foil","","2025-01-02 01:55:50.463000","314","False","False",""
"1","1","Hexavus","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","14","False","False",""
"1","1","Hexplate Golem","bbd","Near Mint","English","foil","","2025-01-02 02:06:25.903000","237","False","False",""
"1","1","Hidden Grotto","blb","Near Mint","English","","","2024-12-30 21:09:05.667000","254","False","False",""
"1","1","High Priest of Penance","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","848","False","False",""
"1","1","High Stride","blb","Near Mint","English","","","2024-12-30 21:30:28.683000","176","False","False",""
